287,756,530,733,616,294,290,506,573,796,67,396,729,571,334,844,159,424,550,374
88,512,223,314,349,186,876,938,528,641,352,875,389,533,314,304,656,652,346,226
383,669,98,887,349,278,725,346,514,388,652,835,414,549,617,423,99,839,104,204
261,873,286,338,83,577,872,554,899,538,257,570,510,847,637,374,98,549,414,538
364,938,163,597,480,927,646,161,753,708,351,109,152,56,271,216,946,236,918,192
832,428,506,534,285,543,828,480,299,142,843,518,524,64,618,196,184,818,341,392
795,285,218,814,89,658,315,699,541,190,330,95,642,617,395,889,316,224,272,515
324,637,263,80,939,727,424,611,99,538,846,605,296,601,608,380,261,502,94,883
259,436,640,176,329,698,524,553,277,888,260,577,348,380,648,88,85,646,921,383
386,357,896,706,591,179,653,293,831,787,626,723,592,605,70,149,126,875,588,722
571,371,748,211,551,292,65,800,653,148,581,281,205,128,584,223,91,701,948,271
315,56,838,392,605,56,480,602,948,374,214,218,196,575,214,832,5,328,816,55
380,538,639,507,371,585,176,63,652,75,572,151,985,227,662,299,834,216,932,589
602,642,538,119,341,181,943,840,296,689,883,361,387,64,886,112,844,147,899,565
427,80,428,82,706,597,70,305,944,554,925,588,592,173,82,555,881,724,202,918
79,877,934,542,213,392,812,422,340,15,669,381,931,111,77,525,518,534,543,892
185,230,698,511,730,195,795,594,178,372,693,206,848,126,326,787,838,552,225,918
340,830,518,876,548,188,936,582,212,939,690,602,313,160,176,842,83,532,806,328
99,991,811,885,75,269,77,99,95,276,86,199,72,76,653,390,817,280,340,422
146,208,260,602,148,359,343,558,443,330,50,876,531,574,611,91,880,535,726,216
512,595,628,347,589,80,570,508,126,110,350,657,586,881,183,688,268,560,80,202
756,218,258,943,184,832,506,729,605,654,810,932,376,796,260,944,226,291,750,269
182,559,518,665,386,611,644,601,612,505,276,593,286,895,556,158,8,791,340,813
76,60,164,900,565,100,296,848,378,183,220,690,627,890,146,842,590,590,571,253
126,563,286,801,665,98,266,276,612,203,945,549,783,343,707,924,698,702,69,639
810,165,276,999,291,427,604,67,108,577,574,202,835,948,429,661,615,878,64,710
199,948,135,393,937,68,257,80,585,105,326,924,726,838,558,261,584,54,94,531
154,811,945,66,835,242,200,688,924,731,206,87,886,882,266,342,605,930,213,887
358,183,265,422,231,551,396,143,941,999,928,731,511,830,792,694,949,599,726,657
427,91,60,389,707,176,214,599,269,361,934,663,65,841,215,394,226,112,990,923
281,595,466,279,558,176,525,348,338,331,184,517,934,373,586,936,931,214,945,581
838,57,838,428,377,693,290,666,526,920,315,219,175,606,425,696,127,276,748,805
885,918,820,131,541,390,517,711,264,274,556,594,536,753,281,153,367,364,792,566
542,583,188,932,130,345,703,275,574,653,892,935,596,143,560,385,330,612,383,790
589,820,361,153,676,290,196,102,184,375,666,194,218,145,538,726,222,612,707,879
112,333,536,899,385,567,843,291,289,185,570,640,534,527,528,500,66,562,579,562
298,193,316,752,883,98,113,189,395,273,370,386,85,372,832,166,782,825,749,228
647,332,642,814,84,149,218,223,278,476,559,930,916,65,879,114,699,362,230,661
710,693,695,248,602,663,876,874,361,336,534,710,334,426,426,938,197,285,78,610
284,230,927,83,617,722,920,323,506,922,937,53,880,379,103,102,580,648,455,127
98,180,896,623,155,812,295,640,528,337,191,294,197,255,573,832,638,542,143,924
701,223,508,104,146,421,88,329,884,364,148,156,423,299,333,698,216,93,157,196
889,344,304,646,782,935,375,282,818,128,532,101,74,226,505,221,938,703,642,206
63,65,599,876,351,226,164,508,74,722,223,80,52,586,136,700,654,111,357,99
128,696,295,719,96,336,871,378,348,597,397,606,688,584,368,157,286,58,199,377
931,377,361,650,820,342,598,656,91,21,940,756,844,709,366,95,65,106,178,901
894,252,581,286,368,805,512,313,657,266,589,382,930,649,560,510,273,783,387,579
703,166,606,66,578,487,591,340,377,58,588,175,847,283,669,381,291,362,253,553
327,192,553,336,379,829,385,259,532,95,657,663,703,56,478,645,363,693,731,979
322,200,166,296,182,556,194,704,91,212,188,80,575,154,567,558,989,533,687,818
384,693,711,343,321,531,141,662,936,580,362,61,734,296,514,195,591,269,848,599
113,886,587,893,277,830,109,893,154,888,424,438,815,817,509,209,698,539,563,256
93,899,381,831,316,943,818,752,147,211,598,275,322,657,754,288,584,830,441,916
872,845,605,215,929,539,119,365,656,726,352,576,940,381,547,531,612,266,526,365
92,922,313,583,568,274,336,59,785,566,892,657,581,788,294,826,55,726,284,613
440,880,58,374,667,835,833,838,81,570,509,327,897,554,227,378,525,83,929,366
281,786,59,649,619,881,784,659,888,344,918,50,68,786,936,127,371,563,553,820
346,665,662,815,109,551,696,229,480,314,558,360,345,886,339,564,590,117,888,191
228,664,98,87,667,563,692,346,646,668,292,942,370,571,160,658,54,976,196,637
69,641,371,87,860,653,324,811,331,949,606,68,878,114,359,524,710,102,532,546
192,611,266,846,564,510,703,847,509,85,369,830,290,254,253,443,654,515,699,202
381,196,291,643,897,696,893,152,885,284,557,837,646,65,639,619,918,722,839,542
567,893,657,549,812,180,256,158,256,573,151,748,599,555,199,314,335,661,303,296
339,949,128,558,695,133,320,534,525,293,229,707,372,163,142,264,113,791,339,653
286,108,347,262,294,694,874,733,164,61,14,329,340,381,724,103,748,667,97,832
594,655,925,368,86,77,695,292,876,661,650,106,179,605,261,139,637,818,365,160
91,172,239,340,873,274,272,877,708,103,703,558,574,321,389,840,583,71,429,885
180,612,145,728,69,219,830,563,899,268,79,73,274,377,569,574,280,565,196,244
572,900,706,228,696,513,296,255,984,936,568,837,260,838,391,287,949,478,643,222
943,640,576,207,888,108,299,580,569,270,196,901,838,511,508,511,109,804,518,545
390,847,816,583,153,180,214,227,920,107,604,781,209,594,187,991,149,127,653,641
976,649,565,944,314,820,947,201,183,879,647,939,172,938,660,69,228,280,817,576
748,90,703,253,376,360,166,546,257,488,208,837,752,835,181,429,944,515,188,174
266,892,67,285,716,93,526,395,217,946,376,841,276,578,204,751,276,338,872,264
665,142,840,537,526,423,579,877,382,292,538,998,93,560,390,583,257,333,751,659
787,943,787,64,80,70,57,283,559,154,285,989,814,390,280,652,182,207,105,546
262,65,256,729,832,226,516,560,181,224,647,848,72,603,320,466,552,269,148,571
210,608,517,724,387,293,713,814,257,63,837,255,91,149,188,730,889,227,268,481
782,616,220,192,111,269,404,258,80,660,872,614,885,229,102,61,557,165,894,104
336,929,699,102,92,641,867,893,164,542,319,327,126,330,592,258,334,526,98,199
349,13,703,834,129,754,350,181,57,387,554,373,871,814,92,282,344,271,509,830
545,180,750,271,798,424,788,609,543,590,174,847,613,532,540,590,832,206,508,606
159,67,616,709,647,188,897,842,605,351,665,50,641,173,377,694,68,3,543,651
480,366,373,651,189,142,263,76,984,511,565,348,512,97,257,84,875,544,582,359
368,666,542,513,393,928,829,271,333,529,506,701,501,186,689,933,877,932,573,916
142,918,79,321,537,349,285,883,204,203,53,702,510,189,74,655,267,907,427,942
396,62,599,411,812,748,211,836,843,257,336,575,650,701,223,581,326,82,183,313
339,536,216,373,885,82,106,71,587,840,754,23,129,95,156,571,588,262,543,191
638,560,928,163,894,649,567,320,548,938,812,102,55,549,218,261,707,686,337,173
98,209,812,551,642,941,59,723,186,149,606,78,508,356,318,712,292,652,753,480
286,661,287,208,226,278,321,456,710,646,654,342,589,149,553,649,105,921,784,73
369,640,921,948,700,925,360,276,266,94,197,537,879,506,77,986,94,616,270,518
731,816,111,386,755,652,428,353,583,625,50,655,88,82,227,181,266,395,732,163
572,877,924,599,891,587,54,412,707,531,76,931,872,507,59,694,262,596,284,548
901,58,386,164,230,283,599,392,101,113,263,550,554,85,657,732,324,402,584,109
364,370,223,949,348,918,923,161,829,398,751,329,56,326,711,637,318,568,229,291
377,845,637,323,948,546,74,700,602,245,160,77,887,532,658,697,709,891,871,818
702,177,215,685,188,885,225,269,383,704,832,875,603,68,789,575,890,917,890,317
840,528,509,875,364,557,334,96,555,135,582,609,101,610,560,278,589,753,204,396
481,542,516,377,348,355,154,790,917,695,692,323,103,872,734,93,924,789,252,713
153,199,261,127,581,280,922,920,923,912,68,374,196,723,813,219,99,733,191,72
919,295,219,813,872,610,142,607,340,481,262,917,355,347,284,790,158,846,681,728
98,342,16,339,872,724,230,185,255,562,103,654,339,687,77,923,207,227,651,816
268,339,341,792,557,936,928,640,880,893,180,687,572,553,756,364,594,282,234,285
641,580,282,11,292,518,162,659,650,219,610,836,650,570,108,570,888,832,173,533
73,559,660,383,923,555,334,704,729,165,397,222,187,601,327,902,231,594,574,259
648,126,876,280,104,612,183,111,628,60,729,201,598,881,63,367,688,54,925,326
698,269,369,570,734,298,317,349,811,526,610,939,137,187,535,897,874,91,336,273
205,147,353,479,479,580,82,351,272,95,448,95,549,339,883,934,143,666,366,654
703,550,926,87,166,938,83,518,990,812,944,820,259,756,949,210,646,610,156,387
511,753,930,582,696,547,251,811,221,928,74,218,699,378,329,77,528,925,508,93
940,65,800,943,220,89,615,155,207,542,891,214,838,99,752,186,581,610,599,177
363,878,714,529,882,591,582,76,509,279,353,73,314,878,919,706,933,543,478,593
610,819,733,667,571,705,370,881,349,676,334,385,322,666,840,732,565,127,174,784
593,587,292,301,563,787,610,95,650,643,313,98,653,114,592,844,369,85,96,350
108,652,262,509,260,630,734,91,272,113,59,334,63,82,583,276,540,185,607,847
353,668,899,527,291,664,517,10,393,882,369,918,70,363,110,599,593,57,223,692
610,58,50,512,172,875,208,601,815,4,942,541,372,94,916,162,836,949,356,711
727,639,98,820,725,608,680,215,224,726,591,204,369,297,927,659,256,395,354,731
556,481,96,570,945,932,907,787,327,329,74,637,152,57,198,214,574,194,375,584
883,644,223,847,269,586,708,232,331,299,614,106,734,259,425,614,659,282,916,734
616,565,368,567,303,697,514,514,74,203,669,654,781,177,291,352,391,668,542,101
830,552,90,202,940,326,728,790,221,723,320,220,89,67,429,703,833,225,705,634
321,252,532,601,564,426,215,381,193,392,718,292,535,577,896,228,288,934,647,928
514,269,639,605,59,607,394,652,920,200,192,640,458,559,282,338,75,901,377,939
841,394,933,174,534,58,341,451,639,590,284,142,554,71,900,53,337,191,610,669
181,639,347,357,94,651,426,257,57,228,85,326,554,253,676,390,177,540,609,74
546,900,323,82,61,218,593,333,815,659,429,549,352,346,295,428,939,900,717,596
293,897,338,558,722,548,585,820,664,550,691,316,592,940,913,261,368,613,338,604
59,929,74,176,595,748,183,83,154,654,73,293,336,149,473,649,69,230,817,811
571,348,114,335,193,723,786,592,275,734,65,210,939,583,578,412,541,820,657,424
50,348,278,748,659,687,689,788,577,146,930,173,596,820,599,785,224,269,132,878
160,533,881,850,648,312,750,711,216,216,553,212,588,659,265,873,66,884,616,659
748,699,382,525,910,365,278,319,874,278,390,941,733,159,731,262,103,111,916,277
354,668,324,733,219,672,646,221,927,579,560,943,945,321,883,581,943,322,378,68
692,289,151,196,529,10,274,203,696,227,95,273,587,103,847,162,253,315,752,654
357,190,916,554,638,602,560,507,669,150,235,612,83,707,174,286,374,656,510,568
534,931,594,191,666,924,657,548,547,219,929,379,155,104,939,190,359,522,895,317
158,616,218,699,756,932,268,84,843,931,605,803,106,371,533,87,723,181,828,565
189,833,283,350,92,904,271,155,828,373,211,560,692,585,725,535,649,815,847,560
193,100,371,272,341,370,284,625,280,166,160,900,889,350,259,845,710,875,606,351
368,732,264,154,348,124,86,360,93,70,890,877,94,732,344,946,733,66,209,97
66,211,846,169,577,149,67,69,602,592,828,231,834,159,898,533,299,820,753,525
939,394,847,148,700,835,901,605,896,562,6,724,282,664,589,848,387,282,148,88
363,650,269,339,373,867,639,700,185,260,871,347,369,611,142,423,185,385,594,164
755,221,876,508,346,376,523,190,892,812,602,588,589,653,63,549,535,753,323,94
573,366,578,57,590,50,824,173,889,277,640,587,817,113,151,830,539,72,230,883
223,637,613,73,507,534,584,353,324,925,666,517,268,693,647,236,873,836,175,583
193,272,642,374,313,75,557,152,944,718,208,323,323,889,530,637,73,178,278,69
882,716,919,479,834,723,188,366,545,927,229,518,354,887,176,144,58,184,388,368
99,819,941,688,57,149,369,215,533,591,664,264,235,928,792,610,647,511,725,587
106,708,192,764,327,188,612,542,208,749,841,428,542,812,427,783,597,560,380,616
334,273,687,940,696,377,52,694,916,126,427,837,60,104,859,373,948,224,508,926
4,553,841,565,792,54,838,697,161,61,204,597,874,578,380,641,106,687,663,580
360,282,215,640,556,337,945,790,389,756,838,72,178,582,701,427,152,910,313,298
220,687,62,453,877,947,810,648,696,274,882,87,730,173,587,590,298,756,814,268
791,890,356,877,98,73,527,325,323,561,274,229,756,368,847,754,980,257,601,101
931,884,312,520,381,925,76,830,85,192,375,557,352,936,68,354,111,702,579,288
219,187,536,424,427,371,708,256,703,353,55,536,670,537,241,554,194,219,842,579
874,339,652,188,215,666,693,649,748,63,149,543,542,354,415,753,537,884,362,97
897,663,651,611,332,257,270,566,74,7,331,603,642,114,524,578,190,591,275,52
66,697,67,182,452,871,787,555,427,91,575,253,782,299,93,651,290,261,226,694
706,787,811,181,462,481,143,926,212,577,397,214,76,70,711,197,331,604,313,782
78,319,785,78,408,942,96,378,278,252,319,480,544,534,926,528,657,566,732,155
816,213,6,77,161,829,283,259,175,219,613,845,549,541,569,920,353,84,219,841
527,669,947,56,142,916,613,660,383,185,798,508,884,919,254,74,550,211,354,128
288,64,188,561,605,187,887,949,589,783,881,890,534,558,599,702,341,14,328,292
295,224,178,55,96,604,531,604,362,338,366,936,599,66,397,422,556,612,5,107
893,616,576,282,876,478,557,155,874,313,693,513,212,88,129,828,178,625,505,617
712,276,369,390,696,321,694,612,313,260,593,657,939,275,154,109,895,57,936,98
813,112,205,274,267,689,750,374,383,833,945,198,695,393,926,591,649,694,339,467
382,730,879,517,282,154,151,56,600,301,373,698,225,888,328,580,163,80,199,661
281,553,282,350,190,157,450,876,588,935,582,575,279,885,543,252,783,273,96,508
166,648,538,279,570,753,196,362,513,942,919,691,205,339,785,562,601,337,632,424
146,274,382,696,289,552,751,689,949,562,82,875,112,102,310,428,616,819,263,192
100,726,143,343,899,157,568,691,388,358,461,422,878,64,817,595,195,608,111,729
386,705,515,277,879,536,936,638,266,379,571,163,599,197,906,214,540,354,266,820
232,812,315,657,534,424,842,154,106,586,256,660,583,515,276,287,820,157,393,142
729,75,111,663,949,462,377,158,831,698,334,99,61,782,595,86,936,152,322,535
259,192,670,580,192,828,74,832,269,875,347,604,592,205,840,793,643,183,96,54
293,343,514,142,608,615,560,663,718,212,97,916,549,505,107,580,845,292,289,158
361,166,875,352,941,188,644,396,248,579,901,423,299,537,370,397,258,391,377,524
581,512,150,329,350,901,624,661,229,210,188,284,581,615,370,843,159,941,278,711
729,193,883,164,350,293,77,718,604,429,128,641,277,935,429,574,828,89,143,748
273,750,616,369,781,376,198,76,367,691,928,100,694,341,541,865,184,752,528,936
333,291,810,172,552,640,843,876,800,949,94,755,185,506,199,692,333,613,560,790
373,516,892,328,514,724,651,330,583,352,536,692,784,327,491,510,284,68,183,530
943,838,687,504,320,526,149,197,540,813,813,734,386,318,334,920,97,916,876,541
542,806,324,729,229,875,372,387,274,291,813,285,605,75,149,701,658,926,56,792
638,511,532,919,582,429,816,332,371,214,153,753,441,507,702,647,91,662,372,784
787,57,253,191,695,582,154,873,699,882,607,785,219,663,585,913,702,54,544,755
667,895,608,313,178,287,370,845,22,145,373,538,375,273,266,316,543,598,288,380
517,350,66,427,427,479,339,726,228,293,688,593,809,193,839,372,312,269,534,662
581,812,95,687,944,936,299,344,96,818,330,334,889,93,56,637,530,130,165,647
641,127,920,571,667,304,340,157,225,641,353,90,365,268,285,698,600,338,878,84
657,896,573,567,732,348,498,371,372,844,918,268,319,612,370,317,510,577,342,92
70,74,926,919,657,919,64,100,549,663,888,285,569,195,230,936,209,537,704,446
162,196,639,904,586,388,371,256,947,876,478,189,107,893,642,665,337,64,144,877
670,836,343,215,232,931,256,183,545,581,888,947,579,282,581,751,831,285,190,273
940,312,879,386,291,453,210,339,939,290,529,217,381,917,548,326,84,57,748,829
72,326,349,175,597,646,157,727,222,667,149,810,215,58,282,989,576,658,390,206
377,637,287,79,252,721,332,841,107,52,697,356,933,77,526,545,548,932,604,835
331,508,558,100,498,810,177,146,939,227,829,732,105,611,539,316,660,842,698,941
727,926,207,129,206,539,749,134,556,610,230,894,339,649,564,211,371,726,561,386
644,364,433,293,208,86,836,637,540,750,699,205,588,611,842,514,844,59,153,95
593,602,215,365,790,518,532,388,195,730,556,934,311,660,588,335,936,848,57,200
86,181,393,182,613,879,350,531,78,424,201,935,274,656,153,925,66,724,995,948
75,783,556,392,69,837,209,939,105,787,395,846,194,726,637,102,792,457,107,107
815,293,723,785,814,946,702,846,175,190,371,368,543,944,886,341,259,758,177,275
